How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,0.938
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",0.938
Still can't log into my fucking Snapchat#Snapchat #snap,0.9
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted,0.896
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,0.896
so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######,0.896
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",0.896
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult,0.891
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry",0.885
My blood is boiling,0.875
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA #raging #oldcunt,0.875
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming",0.875
"@TeamShanny legit why i am so furious with him, people are such fucking idiots.",0.875
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off.,0.875
I lost a couple niggas I want revenge so put me in coach,0.875
@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,0.873
"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",0.867
@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply,0.864
"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",0.863
"The majority of people irritate the fuck out of me, cba with people ahahah",0.862
Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming,0.854
Bitches aggravate like what inspires you to be the biggest cunt known to man kind?,0.854
Fuking fuming ðŸ˜¤,0.854
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen. #anger #loathing,0.854
@ArizonaCoyotes not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.,0.854
@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious,0.844
"@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge",0.84
"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",0.833
why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,0.833
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,0.833
"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",0.831
@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh,0.817
I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn,0.812
Making my buddy cry !! Bitch wait for revenge ðŸ¤—ðŸ‘ŒðŸ»,0.812
I got a NO RESPONSE again from an #irate customer of #amazon ðŸ˜žðŸ˜ž\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,0.812
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder",0.812
When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,0.812
"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!",0.792
Actually fuming I have nothing to wear Saturday,0.792
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,0.792
Bloody parking ticket ðŸ˜’ðŸ’¸ #fuming,0.792
You ever just find that the people around you really irritate you sometimes? That's me right now ðŸ˜’,0.792
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road,0.792
"This fuck you is boiling up inside, its not gonna be good when I let it out.",0.792
@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines #fuming #con!,0.792
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed,0.792
Since the 'update' my @iPhone loses power nearly 40% faster.  #furious,0.792
@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,0.792
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly,0.792
@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,0.792
@SunandBeachBum 'you people' infuriate me!,0.792
@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,0.792
"@leesyatt you are a cruel, cruel man. #therewillbeblood",0.775
So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing,0.771
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming,0.771
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage #HuckFP2",0.771
so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed  #upset #tired #sad #tired #hangry ######,0.771
i feel furious,0.771
Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh.,0.771
Still can't log into my fucking Snapchat #Snapchat,0.771
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,0.771
People irritate my MF soul,0.771
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",0.766
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",0.764
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,0.759
Im so angry ðŸ˜‚ðŸ™ƒ,0.75
People fuckin irritate me,0.75
That way ur so angry you can literally feel ur blood boiling,0.75
@KatzeAnilothei this amount of greedy mooching makes me snarl.,0.75
My mind is raging and i just want to end it all,0.75
Absolutely fuming that some woman jumped into my prebooked taxi and drove off ðŸ˜¡,0.75
I'm nothing but a hateful and bitter fag,0.75
@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay,0.75
@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!,0.75
@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,0.75
So angry I wanna cryðŸ˜¢ðŸ˜¢ðŸ˜¢,0.75
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH,0.75
Boycotting @DunkinDonuts till butter pecan comes back. I am furious,0.75
my mom cut my phone off and I'm so furious ðŸ¤—,0.75
Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,0.75
can't believe Achilles killed me! #angry,0.75
@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you ðŸ˜•,0.75
Where's your outrage when a black man kills another black man in the streets?,0.75
it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,0.75
Absolutely fuming I've just scratched all my car ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,0.75
I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,0.75
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages",0.733
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,0.729
I dislike people who get offended by the littlest shit .,0.729
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5",0.729
"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",0.729
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",0.729
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended,0.729
Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer #angry,0.729
but that was a mistake and a half assed excuse and now here i am burning in hell forever,0.729
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",0.729
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't!,0.729
@ChurdAllan fucked my coupon that goal! #raging,0.729
LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,0.729
"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room",0.729
Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,0.729
Your twitter picture just makes me fume.,0.729
@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,0.708
I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes,0.708
@politico @realDonaldTrump another angry white man!,0.708
@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!,0.708
Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!!,0.708
@kingvee_ don't provoke me to anger,0.708
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,0.708
Bloods boiling,0.708
"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",0.708
I swear if @devincameron23 blocks me I'm going to hit her back,0.708
"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",0.708
I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage,0.708
I'm just a fuming ball of anger today ðŸ™ƒ,0.708
... flat party and I instantly get bollocked about it. #fuming,0.69
"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger",0.69
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,0.688
A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,0.688
Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD,0.688
angry already,0.688
@XemitSellsMagic add tracking but resent them,0.688
@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,0.688
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",0.688
@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town,0.688
..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ #rage!!!!,0.688
Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,0.688
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,0.688
I just love it when people make plans for me without actually including me in this process #rage,0.688
"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",0.688
@edquinn63 how can you even forget to pick ur fave child up from school #offended,0.688
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,0.688
im so mad about power rangers. im incensed. im furious.,0.667
@soyoprincess they irritate me. Them and their inch thick made up masks,0.667
@ChurdAllan fucked my coupon that goal!,0.667
How was Natalie one of the top three favorites?! #toofaced and #bitter ðŸ™„,0.667
@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,0.667
@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,0.667
..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ !!!!,0.667
@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed,0.667
All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,0.667
There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,0.667
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,0.667
testing #angry,0.667
@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,0.667
i was angry.,0.667
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,0.667
@cineworld 'Congratulations your Free 1 month has been activated' Then charges Â£34.80 the same month. Absolutely furious ðŸ˜¡,0.667
@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,0.667
"I can definitely feel my irritation today, lord give me strength",0.667
straight people are canoodling on the quad and I'm #offended,0.648
@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„,0.646
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,0.646
I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,0.646
@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop,0.646
@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,0.646
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen.  #loathing,0.646
"@mdivincenzo9 he's stupid, I hate him lol #bitter",0.646
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡,0.646
"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",0.646
People irritate me ðŸ™„,0.646
Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,0.646
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep",0.646
I swear if @devincameron23 blocks me I'm going to hit her back #revenge,0.646
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ #fuming,0.646
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,0.646
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks.",0.646
Does she really need to pout all the time - getting on my nerves #GBBO,0.646
Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,0.646
@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...,0.646
"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter",0.646
@Disneyland #nothappy and still #charging the #fullprice ðŸ˜¡ðŸ˜¡ #fuming some your #bestrides ðŸ˜³ðŸ˜³,0.646
Forgot to eat dinner and now I'm furious with everything and everyone,0.646
the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap ðŸ¤—,0.646
Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,0.646
@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines  #con!,0.646
You a fuck boy if you run drag routes back to back in madden,0.646
I got fever highs\nI got boiling blood,0.646
@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits,0.646
I can't even right now #bb18 #rage,0.646
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",0.629
Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,0.625
@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.,0.625
"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",0.625
All hell is breaking loose in Charlotte. #CharlotteProtest  #looting,0.625
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA  #oldcunt,0.625
Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,0.625
Not giving a fuck is better than revenge.,0.625
@winksahoy we about to get shit on by the wrath of winter out of nowhere,0.625
@GrxjicTank WHY though! Why did u want to offend Americans?,0.625
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the,0.625
@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,0.625
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,0.625
Thought the Xbox one s madden bundle would come with a physical copy of madden not a codeðŸ˜´ it's gonna take fucking forever to download lol,0.625
@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,0.625
The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.,0.625
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,0.625
Forever angry that gh ruined Molly and morgan's bond/friendship #bitter,0.625
Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,0.625
@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage,0.625
Can't believe I've only got 2 days off left ðŸ™„ #backtoreality #raging,0.625
@Austin4evaLEEDS fuming!,0.625
Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.,0.625
Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp,0.625
â€¢My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--,0.625
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly!",0.604
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",0.604
"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",0.604
I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. ðŸ˜‘,0.604
"@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.",0.604
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly,0.604
"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go",0.604
I genuinely think I have anger issues,0.604
@judy_that Im honestly offended,0.604
Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter,0.604
I'm so annoyed/sad YouTube is burning itself to the ground ðŸ™„ðŸ™„,0.604
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",0.604
Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer,0.604
When someone rudely says all women should have long hair and your inner feminist tries not to rage,0.604
"Absolutely raging at the changes to CAS, what a joke",0.604
@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,0.604
@xxmariab listen yh don't provoke me cos I'll make you cry,0.604
